season,matchno,venue,innings,batting_team,runs,batsmen,bowlers
10,7,39.13559322033898,2,pun,45,4,3
10,7,39.13559322033898,1,del,51,5,4
10,6,50.0,2,rr,41,3,4
10,6,50.0,1,kol,25,4,3
10,8,44.73913043478261,2,pun,47,2,3
10,7,44.73913043478261,1,ban,36,3,3
10,7,39.13559322033898,2,che,26,4,4
10,7,39.13559322033898,1,hyd,26,3,4
10,7,39.13559322033898,2,rr,36,5,3
10,8,39.13559322033898,1,del,46,4,4
10,8,44.73913043478261,2,mum,44,2,4
10,8,44.73913043478261,1,ban,47,2,3
10,7,50.0,2,kol,43,3,4
10,8,50.0,1,che,44,4,3
10,8,39.13559322033898,2,hyd,40,4,2
10,9,39.13559322033898,1,del,47,4,4
10,8,39.13559322033898,2,rr,50,4,4
10,9,39.13559322033898,1,ban,57,3,4
10,9,50.0,2,pun,56,2,4
10,8,50.0,1,kol,33,4,4
10,9,44.73913043478261,2,mum,51,2,4
10,9,44.73913043478261,1,che,39,3,4
10,10,50.0,2,del,41,4,3
10,9,50.0,1,rr,52,3,4
10,10,39.13559322033898,2,ban,47,3,4
10,9,39.13559322033898,1,kol,48,2,3
10,9,44.73913043478261,2,hyd,58,2,4
10,10,44.73913043478261,3,hyd,2,2,1
10,10,44.73913043478261,4,kol,3,2,1
10,10,44.73913043478261,1,mum,43,5,3
10,10,39.13559322033898,2,pun,51,3,4
10,11,39.13559322033898,3,pun,5,3,1
10,11,39.13559322033898,4,mum,5,2,1
10,12,39.13559322033898,5,mum,11,2,1
10,12,39.13559322033898,6,pun,15,2,1
10,10,39.13559322033898,1,che,43,4,4
10,10,44.73913043478261,2,rr,31,5,2
10,11,44.73913043478261,1,del,53,3,4
10,13,39.13559322033898,2,pun,57,5,5
10,11,39.13559322033898,1,kol,17,6,3
10,11,44.73913043478261,2,ban,44,2,3
10,11,44.73913043478261,1,rr,47,3,3
10,11,39.13559322033898,2,hyd,58,4,4
10,11,39.13559322033898,1,che,24,7,3
10,13,50.0,2,mum,52,2,3
10,12,50.0,1,kol,36,4,4
10,12,44.73913043478261,2,del,36,4,3
10,14,44.73913043478261,1,pun,47,3,3
10,12,39.13559322033898,2,hyd,52,2,3
10,14,39.13559322033898,1,mum,59,3,3
10,12,44.73913043478261,2,rr,55,4,4
10,12,44.73913043478261,1,ban,46,3,4
10,12,39.13559322033898,2,che,48,2,4
10,13,39.13559322033898,1,kol,54,5,3
10,15,50.0,2,pun,36,2,3
10,13,50.0,1,hyd,77,2,4
10,13,39.13559322033898,2,del,54,4,3
10,13,39.13559322033898,1,ban,54,2,4
10,15,44.73913043478261,2,mum,45,3,4
10,14,44.73913043478261,1,kol,48,2,4
10,13,39.13559322033898,2,che,44,2,5
10,16,39.13559322033898,1,pun,53,3,3
10,13,44.73913043478261,2,rr,66,3,4
10,14,44.73913043478261,1,ban,30,4,3
10,14,50.0,2,hyd,58,3,4
10,15,50.0,1,ban,40,3,4
10,14,44.73913043478261,2,del,53,3,4
10,17,44.73913043478261,1,pun,53,3,4
10,14,44.73913043478261,2,che,57,2,4
10,15,44.73913043478261,1,kol,55,3,4
10,14,39.13559322033898,2,rr,41,7,3
10,15,39.13559322033898,1,del,22,4,3
10,16,39.13559322033898,2,mum,38,2,4
10,17,39.13559322033898,1,mum,48,4,3
10,15,50.0,2,hyd,56,2,4
10,18,50.0,1,mum,63,3,5
10,16,39.13559322033898,2,del,32,6,4
10,16,39.13559322033898,1,ban,32,4,3
10,16,44.73913043478261,2,hyd,48,4,3
10,17,44.73913043478261,1,del,65,2,3
10,17,44.73913043478261,2,hyd,49,5,4
10,18,44.73913043478261,1,del,41,5,4
10,19,39.13559322033898,2,mum,61,3,5
11,1,42.36363636363637,1,mum,41,3,3
11,1,42.36363636363637,2,ban,46,4,4
11,1,45.8,1,che,33,4,4
11,1,45.8,2,del,65,2,3
11,1,42.36363636363637,1,kol,50,2,4
11,1,42.36363636363637,2,hyd,35,4,4
11,1,45.8,1,pun,46,3,3
11,1,45.8,2,rr,59,4,4
11,2,42.36363636363637,1,mum,42,3,4
11,2,42.36363636363637,2,kol,45,2,4
11,2,42.36363636363637,1,ban,47,3,4
11,2,42.36363636363637,2,hyd,50,3,3
11,2,45.8,1,del,36,5,3
11,2,45.8,2,rr,26,5,3
11,2,45.8,1,pun,26,6,3
11,2,45.8,2,che,32,3,4
11,3,42.36363636363637,1,mum,53,2,4
11,3,42.36363636363637,2,hyd,57,2,4
11,3,42.36363636363637,1,ban,45,4,4
11,3,42.36363636363637,2,kol,57,3,4
11,3,45.8,1,pun,59,2,4
11,3,45.8,2,del,62,3,4
11,3,45.8,1,che,46,3,4
11,3,45.8,2,rr,45,4,2
11,4,42.36363636363637,1,mum,55,3,4
11,4,42.36363636363637,2,del,39,3,4
11,4,42.36363636363637,1,pun,32,3,4
11,4,42.36363636363637,2,hyd,50,2,4
11,4,45.8,1,che,54,2,4
11,4,45.8,2,kol,45,6,3
11,4,45.8,1,rr,32,5,3
11,4,45.8,2,ban,59,2,4
11,5,42.36363636363637,1,mum,21,3,3
11,5,42.36363636363637,2,pun,45,2,4
11,5,45.8,1,kol,25,2,4
11,5,45.8,2,rr,50,4,4
11,5,45.8,1,che,51,2,4
11,5,45.8,2,ban,65,4,3
11,5,42.36363636363637,1,del,51,2,4
11,5,42.36363636363637,2,hyd,56,4,5
11,6,42.36363636363637,3,hyd,7,2,1
11,6,42.36363636363637,4,del,8,2,1
11,6,44.25,1,pun,37,2,3
11,6,44.25,2,kol,42,5,3
11,6,44.25,1,ban,36,4,3
11,7,44.25,2,del,43,4,3
11,7,46.8,1,hyd,39,3,2
11,6,46.8,2,che,50,2,3
11,6,46.8,1,rr,47,2,4
11,6,46.8,2,mum,49,2,4
11,7,44.25,1,kol,45,3,4
11,8,44.25,2,del,67,2,5
11,7,44.25,1,pun,49,3,3
11,7,44.25,2,ban,35,3,3
11,7,46.8,1,che,49,3,3
